geo,country,year,education,fertility,population
bih,Bosnia and Herzegovina,1973,2.4,2.54,3887376.0
blr,Belarus,1973,6.8,2.21,9205712.0
blz,Belize,1973,4.1,6.29,126445.0
bol,Bolivia,1973,2.0,5.85,4910200.0
bra,Brazil,1973,2.4,4.64,102600976.0
bwa,Botswana,1973,1.3,6.59,652408.0
caf,Central African Republic,1973,0.3,5.93,2226008.0
can,Canada,1973,9.3,1.85,22512227.0
che,Switzerland,1973,8.0,1.81,6307403.0
chl,Chile,1973,5.6,3.41,10340362.0
chn,China,1973,1.4,4.73,882576946.0
civ,Cote d'Ivoire,1973,0.3,7.94,6184944.0
cmr,Cameroon,1973,0.7,6.33,6996660.0
cod,"Congo, Dem. Rep.",1973,0.8,6.39,21827665.0
cog,"Congo, Rep.",1973,0.9,6.42,1533680.0
col,Colombia,1973,3.5,4.68,22325374.0
com,Comoros,1973,0.3,7.17,268820.0
cpv,Cape Verde,1973,0.6,6.86,299881.0
cri,Costa Rica,1973,4.3,3.99,1988343.0
cub,Cuba,1973,5.6,3.4,9255328.0
cyp,Cyprus,1973,5.1,2.4,665937.0
cze,Czech Republic,1973,9.3,2.31,9906210.0
deu,Germany,1973,6.8,1.55,78966971.0
dji,Djibouti,1973,0.3,6.82,178449.0
dnk,Denmark,1973,8.5,1.92,5021756.0
dom,Dominican Republic,1973,2.6,5.67,4782227.0
dza,Algeria,1973,0.7,7.59,14771147.0
ecu,Ecuador,1973,3.4,5.73,6722033.0
egy,Egypt,1973,1.1,5.84,37102043.0
eri,Eritrea,1973,0.2,6.55,1342669.0
esp,Spain,1973,2.7,2.84,34926524.0
est,Estonia,1973,6.9,2.09,1399341.0
eth,Ethiopia,1973,0.1,6.96,30166785.0
fin,Finland,1973,6.9,1.5,4665914.0
fji,Fiji,1973,4.1,4.16,559222.0
fra,France,1973,6.1,2.32,52162210.0
gab,Gabon,1973,1.3,5.29,633995.0
gbr,UK,1973,8.8,2.04,56188791.0
geo,Georgia,1973,7.8,2.62,4911008.0
gha,Ghana,1973,1.3,6.87,9714617.0
gin,Guinea,1973,0.1,6.31,4506324.0
gmb,Gambia,1973,0.3,6.41,571991.0
gnb,Guinea-Bissau,1973,0.1,6.1,592808.0
gnq,Equatorial Guinea,1973,1.0,5.8,302281.0
grc,Greece,1973,4.8,2.37,8893400.0
gtm,Guatemala,1973,1.2,6.49,5831631.0
guy,Guyana,1973,3.9,4.87,730138.0
hnd,Honduras,1973,2.0,6.99,3011459.0
hrv,Croatia,1973,3.7,2.01,4515758.0
hti,Haiti,1973,0.6,5.81,4906743.0
hun,Hungary,1973,7.3,1.95,10407439.0
idn,Indonesia,1973,1.4,5.25,125288515.0
ind,India,1973,0.7,5.4,583465598.0
irl,Ireland,1973,6.7,3.71,3084434.0
irn,Iran,1973,0.9,6.06,31839838.0
irq,Iraq,1973,1.4,6.99,10795869.0
isr,Israel,1973,7.4,3.61,3163044.0
ita,Italy,1973,5.4,2.32,54450567.0
jam,Jamaica,1973,5.0,5.0,1961219.0
jor,Jordan,1973,1.5,8.06,1778094.0
jpn,Japan,1973,8.6,2.15,110614736.0
kaz,Kazakhstan,1973,5.2,3.51,13208121.0
ken,Kenya,1973,0.9,7.86,12634835.0
kgz,Kyrgyz Republic,1973,5.4,5.02,3244870.0
khm,Cambodia,1973,0.7,5.56,6739726.0
kir,Kiribati,1973,3.0,5.2,60824.0
kor,South Korea,1973,5.3,3.8,34625849.0
kwt,Kuwait,1973,1.6,6.43,977654.0
lao,Lao,1973,0.5,6.28,2870573.0
lbn,Lebanon,1973,2.0,4.79,2572935.0
lbr,Liberia,1973,0.4,6.65,1583588.0
lca,St. Lucia,1973,4.9,5.69,107498.0
lka,Sri Lanka,1973,3.7,4.0,13060916.0
lso,Lesotho,1973,2.7,5.69,1132697.0
ltu,Lithuania,1973,5.5,2.22,3236222.0
lux,Luxembourg,1973,6.0,1.58,349201.0
lva,Latvia,1973,6.7,1.95,2415783.0
mar,Morocco,1973,0.3,6.48,16326269.0
mda,Moldova,1973,6.0,2.57,3752623.0
mdg,Madagascar,1973,0.9,7.01,7288048.0
mdv,Maldives,1973,2.1,7.4,134952.0
mex,Mexico,1973,2.8,6.12,55667284.0
mhl,Marshall Islands,1973,3.0,7.95,24581.0
mkd,North Macedonia,1973,4.2,2.72,1743816.0
mli,Mali,1973,0.1,7.22,6597106.0
mmr,Myanmar,1973,1.5,5.44,29026388.0
mne,Montenegro,1973,5.2,2.51,546262.0
mng,Mongolia,1973,4.1,7.24,1405502.0
moz,Mozambique,1973,0.3,6.7,8954242.0
mrt,Mauritania,1973,0.2,6.72,1203838.0
mus,Mauritius,1973,1.7,3.07,865144.0
mwi,Malawi,1973,0.7,7.34,5003938.0
mys,Malaysia,1973,1.8,4.73,10935621.0
nam,Namibia,1973,1.8,6.54,828928.0
ner,Niger,1973,0.1,7.53,5037865.0
nga,Nigeria,1973,0.6,6.63,60082139.0
nic,Nicaragua,1973,2.1,6.59,2649278.0
nld,Netherlands,1973,6.7,1.91,13453744.0
nor,Norway,1973,6.9,2.23,3960593.0
npl,Nepal,1973,0.1,5.7,13275239.0
nzl,New Zealand,1973,7.0,2.74,2978988.0
omn,Oman,1973,0.7,7.63,721179.0
pak,Pakistan,1973,0.3,6.81,65461912.0
pan,Panama,1973,5.1,4.74,1643690.0
per,Peru,1973,3.2,5.97,14582867.0
phl,Philippines,1973,4.8,5.79,40294130.0
png,Papua New Guinea,1973,0.6,6.16,2690629.0
pol,Poland,1973,7.8,2.25,33333274.0
prt,Portugal,1973,2.5,2.77,8939237.0
pry,Paraguay,1973,3.2,5.35,2561102.0
pse,Palestine,1973,1.7,7.55,1202258.0
qat,Qatar,1973,1.8,6.01,161841.0
rou,Romania,1973,6.2,2.39,20798323.0
rus,Russia,1973,6.2,2.01,132475149.0
rwa,Rwanda,1973,0.4,8.09,4345047.0
sau,Saudi Arabia,1973,0.6,7.48,4106344.0
sdn,Sudan,1973,0.4,6.94,13049315.0
sen,Senegal,1973,0.3,7.26,4885181.0
sgp,Singapore,1973,2.4,2.78,2200137.0
slb,Solomon Islands,1973,1.1,7.0,189774.0
sle,Sierra Leone,1973,0.3,6.47,2866955.0
slv,El Salvador,1973,2.6,5.93,3938068.0
som,Somalia,1973,0.1,7.09,4045592.0
srb,Serbia,1973,4.6,1.94,7473514.0
stp,Sao Tome and Principe,1973,0.8,6.53,82798.0
sur,Suriname,1973,3.2,5.01,395772.0
svk,Slovak Republic,1973,5.1,2.56,4643676.0
svn,Slovenia,1973,4.6,2.2,1784572.0
swe,Sweden,1973,7.5,1.87,8137169.0
swz,Eswatini,1973,1.6,6.72,479038.0
syc,Seychelles,1973,4.0,4.78,58300.0
syr,Syria,1973,0.8,7.55,7060321.0
tcd,Chad,1973,0.1,6.87,3985909.0
tgo,Togo,1973,0.4,7.08,2448749.0
tha,Thailand,1973,3.0,4.85,38947787.0
tjk,Tajikistan,1973,4.6,6.84,3222290.0
tkm,Turkmenistan,1973,5.0,6.15,2370919.0
tls,Timor-Leste,1973,0.2,5.39,582855.0
ton,Tonga,1973,5.3,5.8,88805.0
tto,Trinidad and Tobago,1973,5.1,3.47,1027851.0
tun,Tunisia,1973,0.6,6.12,5537242.0
tur,Turkey,1973,1.4,5.41,39329533.0
tza,Tanzania,1973,0.7,7.06,15010101.0
uga,Uganda,1973,0.8,7.19,11144236.0
ukr,Ukraine,1973,7.3,2.04,48277121.0
ury,Uruguay,1973,5.6,2.86,2837133.0
usa,USA,1973,11.3,1.92,215006551.0
uzb,Uzbekistan,1973,5.4,6.16,12831047.0
ven,Venezuela,1973,3.3,4.91,12463537.0
vnm,Vietnam,1973,2.9,6.11,44409861.0
vut,Vanuatu,1973,1.8,6.15,94362.0
wsm,Samoa,1973,4.9,6.91,146516.0
yem,Yemen,1973,0.1,8.29,7672796.0
zaf,South Africa,1973,2.9,5.41,24294263.0
zmb,Zambia,1973,1.3,7.34,4702693.0
zwe,Zimbabwe,1973,1.7,6.94,5720404.0
afg,Afghanistan,1974,0.1,7.53,12469127.0
ago,Angola,1974,0.6,7.5,6613367.0
alb,Albania,1974,4.3,4.7,2399401.0
are,UAE,1974,1.9,6.41,489087.0
arg,Argentina,1974,6.0,3.22,25461351.0
arm,Armenia,1974,6.5,2.98,2686445.0
atg,Antigua and Barbuda,1974,7.5,2.93,64058.0
aus,Australia,1974,8.8,2.38,13719495.0
aut,Austria,1974,7.6,1.9,7597967.0
aze,Azerbaijan,1974,5.1,4.31,5572225.0
bdi,Burundi,1974,0.4,7.22,3703590.0
bel,Belgium,1974,7.2,1.84,9735806.0
ben,Benin,1974,0.3,6.82,3362633.0
bfa,Burkina Faso,1974,0.1,6.84,6024904.0
bgd,Bangladesh,1974,0.7,6.78,75839348.0
bgr,Bulgaria,1974,7.0,2.29,8682755.0
bhr,Bahrain,1974,1.5,5.79,269038.0
bhs,Bahamas,1974,6.7,3.57,205342.0
bih,Bosnia and Herzegovina,1974,2.5,2.45,3926472.0
blr,Belarus,1974,6.9,2.19,9265678.0
blz,Belize,1974,4.3,6.29,128185.0
bol,Bolivia,1974,2.1,5.8,5022475.0
bra,Brazil,1974,2.5,4.5,105089675.0
bwa,Botswana,1974,1.3,6.61,685448.0
caf,Central African Republic,1974,0.3,5.9,2269338.0
can,Canada,1974,9.5,1.81,22824082.0
che,Switzerland,1974,8.2,1.73,6341377.0
chl,Chile,1974,5.8,3.29,10505817.0
chn,China,1974,1.5,4.17,900307582.0
civ,Cote d'Ivoire,1974,0.3,7.93,6474057.0
cmr,Cameroon,1974,0.7,6.36,7193583.0
cod,"Congo, Dem. Rep.",1974,0.8,6.4,22418878.0
cog,"Congo, Rep.",1974,1.0,6.39,1582301.0
col,Colombia,1974,3.6,4.53,22833469.0
com,Comoros,1974,0.3,7.16,278075.0
cpv,Cape Verde,1974,0.6,6.82,302570.0
cri,Costa Rica,1974,4.4,3.89,2039643.0
cub,Cuba,1974,5.8,3.16,9374183.0
cyp,Cyprus,1974,5.3,2.28,663254.0
cze,Czech Republic,1974,9.5,2.46,9965949.0
deu,Germany,1974,6.9,1.52,78996693.0
dji,Djibouti,1974,0.3,6.78,192613.0
dnk,Denmark,1974,8.6,1.9,5045632.0
dom,Dominican Republic,1974,2.7,5.44,4914197.0
dza,Algeria,1974,0.7,7.55,15133502.0
ecu,Ecuador,1974,3.5,5.58,6918573.0
egy,Egypt,1974,1.2,5.78,37969667.0
eri,Eritrea,1974,0.2,6.57,1375688.0
esp,Spain,1974,2.8,2.87,35361762.0
est,Estonia,1974,7.1,2.08,1411547.0
eth,Ethiopia,1974,0.1,7.02,30957273.0
fin,Finland,1974,7.0,1.61,4690355.0
fji,Fiji,1974,4.2,4.07,567489.0
fra,France,1974,6.2,2.13,52504738.0
gab,Gabon,1974,1.4,5.33,647691.0
gbr,UK,1974,9.0,1.92,56224550.0
geo,Georgia,1974,8.0,2.57,4944635.0
gha,Ghana,1974,1.4,6.82,10000523.0
gin,Guinea,1974,0.2,6.34,4580510.0
gmb,Gambia,1974,0.3,6.42,589085.0
gnb,Guinea-Bissau,1974,0.1,6.12,613338.0
gnq,Equatorial Guinea,1974,1.0,5.8,294953.0
grc,Greece,1974,4.9,2.43,8929114.0
gtm,Guatemala,1974,1.2,6.46,5981197.0
guy,Guyana,1974,4.0,4.64,738057.0
hnd,Honduras,1974,2.1,6.91,3099836.0
hrv,Croatia,1974,3.9,1.98,4533953.0
hti,Haiti,1974,0.7,5.78,5001796.0
hun,Hungary,1974,7.4,2.28,10453913.0
idn,Indonesia,1974,1.4,5.09,128555045.0
ind,India,1974,0.8,5.33,597041391.0
irl,Ireland,1974,6.9,3.59,3132177.0
irn,Iran,1974,1.0,5.97,32796463.0
irq,Iraq,1974,1.4,6.95,11167761.0
isr,Israel,1974,7.5,3.64,3239981.0
ita,Italy,1974,5.5,2.29,54821113.0
jam,Jamaica,1974,5.2,4.67,1990906.0
jor,Jordan,1974,1.6,8.0,1839182.0
jpn,Japan,1974,8.7,2.07,112009694.0
kaz,Kazakhstan,1974,5.4,3.45,13454570.0
ken,Kenya,1974,1.0,7.82,13070078.0
kgz,Kyrgyz Republic,1974,5.6,4.89,3314021.0
khm,Cambodia,1974,0.8,4.8,6783240.0
kir,Kiribati,1974,3.2,5.09,61219.0
kor,South Korea,1974,5.5,3.56,35287837.0
kwt,Kuwait,1974,1.7,6.23,1038346.0
lao,Lao,1974,0.5,6.29,2939761.0
lbn,Lebanon,1974,2.1,4.65,2635185.0
lbr,Liberia,1974,0.4,6.69,1626362.0
lca,St. Lucia,1974,5.0,5.57,109076.0
lka,Sri Lanka,1974,3.9,3.86,13305693.0
lso,Lesotho,1974,2.8,5.75,1172420.0
ltu,Lithuania,1974,5.7,2.21,3266362.0
lux,Luxembourg,1974,6.1,1.59,351425.0
lva,Latvia,1974,6.9,1.98,2436995.0
mar,Morocco,1974,0.4,6.4,16733842.0
mda,Moldova,1974,6.2,2.56,3793847.0
mdg,Madagascar,1974,1.0,6.99,7509726.0
mdv,Maldives,1974,2.2,7.38,138978.0
mex,Mexico,1974,2.9,5.95,57320149.0
mhl,Marshall Islands,1974,3.2,7.9,25296.0
mkd,North Macedonia,1974,4.3,2.7,1770545.0
mli,Mali,1974,0.2,7.23,6715436.0
mmr,Myanmar,1974,1.5,5.34,29598167.0
mne,Montenegro,1974,5.4,2.43,551732.0
mng,Mongolia,1974,4.2,7.17,1446050.0
moz,Mozambique,1974,0.3,6.67,9236093.0
mrt,Mauritania,1974,0.2,6.73,1240188.0
mus,Mauritius,1974,1.8,3.45,876463.0
mwi,Malawi,1974,0.7,7.34,5141337.0
mys,Malaysia,1974,2.0,4.62,11200906.0
nam,Namibia,1974,1.9,6.55,854320.0
ner,Niger,1974,0.1,7.54,5174953.0
nga,Nigeria,1974,0.7,6.7,61679144.0
nic,Nicaragua,1974,2.1,6.52,2732075.0
nld,Netherlands,1974,6.8,1.77,13559669.0
nor,Norway,1974,7.2,2.13,3985280.0
npl,Nepal,1974,0.1,5.75,13568435.0
nzl,New Zealand,1974,7.2,2.57,3041231.0
omn,Oman,1974,0.7,7.67,746988.0
pak,Pakistan,1974,0.4,6.81,67415487.0
pan,Panama,1974,5.2,4.58,1687926.0
per,Peru,1974,3.4,5.84,14956552.0
phl,Philippines,1974,5.0,5.69,41174341.0
png,Papua New Guinea,1974,0.6,6.11,2752671.0
pol,Poland,1974,7.9,2.27,33642461.0
prt,Portugal,1974,2.6,2.7,9059176.0
pry,Paraguay,1974,3.4,5.27,2625621.0
pse,Palestine,1974,1.8,7.52,1241133.0
qat,Qatar,1974,1.9,5.94,177362.0
rou,Romania,1974,6.3,2.66,21033552.0
rus,Russia,1974,6.4,2.03,133259158.0
rwa,Rwanda,1974,0.5,8.1,4474228.0
sau,Saudi Arabia,1974,0.7,7.43,4323632.0
sdn,Sudan,1974,0.4,6.91,13580723.0
sen,Senegal,1974,0.3,7.25,5029437.0
sgp,Singapore,1974,2.5,2.35,2235075.0
slb,Solomon Islands,1974,1.1,7.01,195041.0
sle,Sierra Leone,1974,0.3,6.53,2920459.0
slv,El Salvador,1974,2.7,5.82,4029671.0
som,Somalia,1974,0.1,7.06,4151842.0
srb,Serbia,1974,4.8,1.93,7522485.0
stp,Sao Tome and Principe,1974,0.8,6.53,84672.0
sur,Suriname,1974,3.3,4.81,393676.0
svk,Slovak Republic,1974,5.2,2.61,4690645.0
svn,Slovenia,1974,4.8,2.12,1801036.0
swe,Sweden,1974,7.7,1.87,8160639.0
swz,Eswatini,1974,1.7,6.71,492988.0
syc,Seychelles,1974,4.2,5.1,59739.0
syr,Syria,1974,0.8,7.52,7302160.0
tcd,Chad,1974,0.1,6.86,4078356.0
tgo,Togo,1974,0.4,7.09,2511760.0
tha,Thailand,1974,3.1,4.6,39952891.0
tjk,Tajikistan,1974,4.8,6.77,3324499.0
tkm,Turkmenistan,1974,5.2,6.09,2432028.0
tls,Timor-Leste,1974,0.3,5.29,590827.0
ton,Tonga,1974,5.5,5.77,90683.0
tto,Trinidad and Tobago,1974,5.2,3.32,1040761.0
tun,Tunisia,1974,0.6,6.05,5684674.0
tur,Turkey,1974,1.5,5.24,40210234.0
tza,Tanzania,1974,0.8,7.12,15561630.0
uga,Uganda,1974,0.8,7.19,11424846.0
ukr,Ukraine,1974,7.4,2.06,48576570.0
ury,Uruguay,1974,5.7,2.96,2853944.0
usa,USA,1974,11.4,1.87,217076476.0
uzb,Uzbekistan,1974,5.6,6.05,13209011.0
ven,Venezuela,1974,3.4,4.79,12835351.0
vnm,Vietnam,1974,2.9,5.78,45413537.0
vut,Vanuatu,1974,1.9,6.06,97260.0
wsm,Samoa,1974,5.0,6.75,149431.0
yem,Yemen,1974,0.1,8.33,7896783.0
zaf,South Africa,1974,3.1,5.3,24989108.0
zmb,Zambia,1974,1.4,7.36,4842746.0
zwe,Zimbabwe,1974,1.8,6.88,5908328.0
afg,Afghanistan,1975,0.1,7.54,12773954.0
ago,Angola,1975,0.6,7.49,6842947.0
alb,Albania,1975,4.5,4.57,2454859.0
are,UAE,1975,2.0,6.35,542856.0
arg,Argentina,1975,6.1,3.27,25874107.0
arm,Armenia,1975,6.6,2.92,2743660.0
atg,Antigua and Barbuda,1975,7.7,2.77,63839.0
aus,Australia,1975,8.9,2.21,13893989.0
aut,Austria,1975,7.7,1.82,7577830.0
aze,Azerbaijan,1975,5.3,4.22,5669260.0
bdi,Burundi,1975,0.4,7.24,3796612.0
bel,Belgium,1975,7.4,1.75,9748476.0
ben,Benin,1975,0.3,6.83,3445407.0
bfa,Burkina Faso,1975,0.1,6.91,6147569.0
bgd,Bangladesh,1975,0.7,6.73,77854351.0
bgr,Bulgaria,1975,7.2,2.24,8723148.0
bhr,Bahrain,1975,1.6,5.62,283243.0
bhs,Bahamas,1975,6.8,3.42,209886.0
bih,Bosnia and Herzegovina,1975,2.6,2.39,3965743.0
blr,Belarus,1975,7.1,2.13,9324281.0
blz,Belize,1975,4.4,6.28,130387.0
bol,Bolivia,1975,2.2,5.75,5137539.0
bra,Brazil,1975,2.6,4.42,107619565.0
bwa,Botswana,1975,1.4,6.61,720380.0
caf,Central African Republic,1975,0.3,5.88,2313916.0
can,Canada,1975,9.7,1.8,23148986.0
che,Switzerland,1975,8.4,1.61,6338600.0
chl,Chile,1975,5.9,3.18,10671559.0
chn,China,1975,1.6,3.57,916116793.0
civ,Cote d'Ivoire,1975,0.3,7.91,6776297.0
cmr,Cameroon,1975,0.8,6.4,7397120.0
cod,"Congo, Dem. Rep.",1975,0.9,6.42,23021101.0
cog,"Congo, Rep.",1975,1.0,6.36,1627032.0
col,Colombia,1975,3.6,4.4,23344644.0
com,Comoros,1975,0.3,7.16,287692.0
cpv,Cape Verde,1975,0.6,6.77,305847.0
cri,Costa Rica,1975,4.5,3.8,2092719.0
cub,Cuba,1975,5.9,2.82,9479726.0
cyp,Cyprus,1975,5.5,2.11,659405.0
cze,Czech Republic,1975,9.6,2.43,10030774.0
deu,Germany,1975,7.1,1.48,78701865.0
dji,Djibouti,1975,0.3,6.74,209908.0
dnk,Denmark,1975,8.8,1.91,5060400.0
dom,Dominican Republic,1975,2.8,5.24,5046776.0
dza,Algeria,1975,0.8,7.49,15678596.0
ecu,Ecuador,1975,3.6,5.43,7118251.0
egy,Egypt,1975,1.3,5.75,38875327.0
eri,Eritrea,1975,0.2,6.59,1408210.0
esp,Spain,1975,2.9,2.77,35795769.0
est,Estonia,1975,7.2,2.04,1423504.0
eth,Ethiopia,1975,0.1,7.08,31723252.0
fin,Finland,1975,7.2,1.68,4711168.0
fji,Fiji,1975,4.3,4.1,575906.0
fra,France,1975,6.3,1.94,52746325.0
gab,Gabon,1975,1.5,5.39,662197.0
gbr,UK,1975,9.1,1.81,56220143.0
geo,Georgia,1975,8.1,2.55,4979409.0
gha,Ghana,1975,1.5,6.76,10294308.0
gin,Guinea,1975,0.2,6.37,4653876.0
gmb,Gambia,1975,0.4,6.43,606821.0
gnb,Guinea-Bissau,1975,0.2,6.15,650966.0
gnq,Equatorial Guinea,1975,1.1,5.79,287901.0
grc,Greece,1975,5.1,2.42,9016967.0
gtm,Guatemala,1975,1.3,6.41,6128731.0
guy,Guyana,1975,4.2,4.45,745393.0
hnd,Honduras,1975,2.2,6.87,3193234.0
hrv,Croatia,1975,4.0,1.95,4552730.0
hti,Haiti,1975,0.7,5.75,5099086.0
hun,Hungary,1975,7.6,2.36,10515652.0
idn,Indonesia,1975,1.5,5.03,131843848.0
ind,India,1975,0.8,5.2,611309535.0
irl,Ireland,1975,7.0,3.37,3180119.0
irn,Iran,1975,1.0,5.95,33802973.0
irq,Iraq,1975,1.5,6.91,11543639.0
isr,Israel,1975,7.7,3.61,3318089.0
ita,Italy,1975,5.6,2.18,55166045.0
jam,Jamaica,1975,5.3,4.44,2018981.0
jor,Jordan,1975,1.7,7.93,1899055.0
jpn,Japan,1975,8.8,1.92,113321196.0
kaz,Kazakhstan,1975,5.5,3.4,13700843.0
ken,Kenya,1975,1.1,7.8,13511671.0
kgz,Kyrgyz Republic,1975,5.7,4.76,3381363.0
khm,Cambodia,1975,0.8,4.1,6581371.0
kir,Kiribati,1975,3.3,5.02,60987.0
kor,South Korea,1975,5.7,3.31,35875743.0
kwt,Kuwait,1975,1.8,6.06,1104863.0
lao,Lao,1975,0.5,6.29,3005521.0
lbn,Lebanon,1975,2.2,4.52,2693191.0
lbr,Liberia,1975,0.4,6.74,1670913.0
lca,St. Lucia,1975,5.2,5.36,110725.0
lka,Sri Lanka,1975,4.0,3.82,13548984.0
lso,Lesotho,1975,2.9,5.83,1213643.0
ltu,Lithuania,1975,5.9,2.18,3295733.0
lux,Luxembourg,1975,6.3,1.56,353680.0
lva,Latvia,1975,7.1,1.95,2455771.0
mar,Morocco,1975,0.4,6.3,17150786.0
mda,Moldova,1975,6.3,2.52,3836946.0
mdg,Madagascar,1975,1.0,6.97,7739336.0
mdv,Maldives,1975,2.2,7.32,143158.0
mex,Mexico,1975,3.0,5.74,58982400.0
mhl,Marshall Islands,1975,3.3,7.83,26154.0
mkd,North Macedonia,1975,4.4,2.69,1797972.0
mli,Mali,1975,0.2,7.25,6837261.0
mmr,Myanmar,1975,1.6,5.25,30176565.0
mne,Montenegro,1975,5.5,2.38,557151.0
mng,Mongolia,1975,4.4,7.07,1488296.0
moz,Mozambique,1975,0.3,6.66,9540817.0
mrt,Mauritania,1975,0.2,6.71,1277330.0
mus,Mauritius,1975,1.9,3.2,888023.0
mwi,Malawi,1975,0.8,7.36,5287367.0
mys,Malaysia,1975,2.1,4.5,11471914.0
nam,Namibia,1975,2.0,6.53,881032.0
ner,Niger,1975,0.1,7.54,5317019.0
nga,Nigeria,1975,0.7,6.77,63410815.0
nic,Nicaragua,1975,2.2,6.45,2816943.0
nld,Netherlands,1975,7.0,1.67,13680035.0
nor,Norway,1975,7.4,1.99,4007365.0
npl,Nepal,1975,0.2,5.73,13870695.0
nzl,New Zealand,1975,7.4,2.36,3094032.0
omn,Oman,1975,0.8,7.71,778864.0
pak,Pakistan,1975,0.4,6.81,69461175.0
pan,Panama,1975,5.4,4.41,1732389.0
per,Peru,1975,3.5,5.71,15333957.0
phl,Philippines,1975,5.1,5.6,42120826.0
png,Papua New Guinea,1975,0.7,6.07,2814820.0
pol,Poland,1975,8.1,2.28,33964399.0
prt,Portugal,1975,2.7,2.75,9182302.0
pry,Paraguay,1975,3.5,5.18,2691648.0
pse,Palestine,1975,1.9,7.48,1279321.0
qat,Qatar,1975,2.0,5.86,193087.0
rou,Romania,1975,6.5,2.6,21268070.0
rus,Russia,1975,6.6,2.0,134136098.0
rwa,Rwanda,1975,0.5,8.1,4607728.0
sau,Saudi Arabia,1975,0.7,7.37,4556287.0
sdn,Sudan,1975,0.5,6.87,14064798.0
sen,Senegal,1975,0.3,7.25,5170810.0
sgp,Singapore,1975,2.6,2.08,2268523.0
slb,Solomon Islands,1975,1.2,6.99,200744.0
sle,Sierra Leone,1975,0.3,6.55,2974657.0
slv,El Salvador,1975,2.8,5.71,4120449.0
som,Somalia,1975,0.2,7.03,4257535.0
srb,Serbia,1975,4.9,1.92,7572438.0
stp,Sao Tome and Principe,1975,0.9,6.53,86708.0
sur,Suriname,1975,3.4,4.63,391170.0
svk,Slovak Republic,1975,5.4,2.54,4739166.0
svn,Slovenia,1975,5.0,2.17,1817598.0
swe,Sweden,1975,7.9,1.77,8192641.0
swz,Eswatini,1975,1.7,6.71,507673.0
syc,Seychelles,1975,4.4,4.75,61218.0
syr,Syria,1975,0.9,7.49,7554364.0
tcd,Chad,1975,0.1,6.88,4167234.0
tgo,Togo,1975,0.4,7.09,2574622.0
tha,Thailand,1975,3.2,4.36,40940005.0
tjk,Tajikistan,1975,4.9,6.69,3430425.0
tkm,Turkmenistan,1975,5.3,6.0,2494570.0
tls,Timor-Leste,1975,0.3,5.19,598158.0
ton,Tonga,1975,5.7,5.75,93017.0
tto,Trinidad and Tobago,1975,5.4,3.21,1053469.0
tun,Tunisia,1975,0.7,5.97,5839262.0
tur,Turkey,1975,1.6,5.09,41053126.0
tza,Tanzania,1975,0.8,7.1,16138361.0
uga,Uganda,1975,0.9,7.2,11725240.0
ukr,Ukraine,1975,7.6,2.05,48865229.0
ury,Uruguay,1975,5.8,3.02,2872320.0
usa,USA,1975,11.5,1.82,219129301.0
uzb,Uzbekistan,1975,5.8,5.92,13598521.0
ven,Venezuela,1975,3.5,4.69,13215892.0
vnm,Vietnam,1975,3.0,5.62,46482903.0
vut,Vanuatu,1975,2.0,5.98,100269.0
wsm,Samoa,1975,5.2,6.61,153344.0
yem,Yemen,1975,0.1,8.37,8133598.0
zaf,South Africa,1975,3.2,5.19,25690940.0
zmb,Zambia,1975,1.4,7.42,4990086.0
zwe,Zimbabwe,1975,1.9,6.83,6098658.0
afg,Afghanistan,1976,0.1,7.56,13059851.0
ago,Angola,1976,0.6,7.49,7074664.0
alb,Albania,1976,4.6,4.37,2510580.0
are,UAE,1976,2.2,6.29,615866.0
arg,Argentina,1976,6.2,3.32,26282283.0
arm,Armenia,1976,6.8,2.84,2818165.0
atg,Antigua and Barbuda,1976,7.8,2.78,63762.0
aus,Australia,1976,9.0,2.06,14046755.0
aut,Austria,1976,7.9,1.68,7564457.0
aze,Azerbaijan,1976,5.5,4.12,5791041.0
bdi,Burundi,1976,0.4,7.25,3882626.0
bel,Belgium,1976,7.6,1.74,9758901.0
ben,Benin,1976,0.3,6.83,3532196.0
bfa,Burkina Faso,1976,0.1,6.95,6280635.0
bgd,Bangladesh,1976,0.7,6.66,79855318.0
bgr,Bulgaria,1976,7.4,2.25,8759438.0
bhr,Bahrain,1976,1.8,5.45,297863.0
bhs,Bahamas,1976,7.0,3.3,214501.0
bih,Bosnia and Herzegovina,1976,2.7,2.31,4004552.0
blr,Belarus,1976,7.2,2.09,9380086.0
blz,Belize,1976,4.5,6.25,133099.0
bol,Bolivia,1976,2.3,5.74,5256496.0
bra,Brazil,1976,2.7,4.34,110213349.0
bwa,Botswana,1976,1.5,6.6,758508.0
caf,Central African Republic,1976,0.3,5.94,2348566.0
can,Canada,1976,9.9,1.75,23455781.0
che,Switzerland,1976,8.6,1.55,6302555.0
chl,Chile,1976,6.0,3.08,10838251.0
chn,China,1976,1.7,3.24,930372292.0
civ,Cote d'Ivoire,1976,0.3,7.88,7057958.0
cmr,Cameroon,1976,0.8,6.45,7597962.0
cod,"Congo, Dem. Rep.",1976,0.9,6.44,23624031.0
cog,"Congo, Rep.",1976,1.1,6.32,1667225.0
col,Colombia,1976,3.7,4.29,23858810.0
com,Comoros,1976,0.3,7.16,297538.0
cpv,Cape Verde,1976,0.7,6.71,309455.0
cri,Costa Rica,1976,4.6,3.75,2147774.0
